batch_index,batch_seed,algorithm_id,algorithm_label,driver_id,order_count,stop_count,total_km,eta_minutes,route_valid,default_algorithm_id
1,42,greedy_nearest,Greedy Nearest Stop,driver_1,2,4,12.44,30,true,greedy_nearest
1,42,paired_order_greedy,Greedy Paired Orders,driver_1,2,4,12.44,30,true,greedy_nearest
